statistic,I5
alpha_ann_pct,0.27650316443418643
alpha_t,0.1327709642946479
beta_Mkt-RF,0.29212151209845844
t_Mkt-RF,14.24065809161842
beta_SMB,0.1382245467493827
t_SMB,3.812596984381087
beta_HML,0.1277008408029622
t_HML,3.5679184349772686
beta_RMW,0.019438038995642257
t_RMW,0.41002890099653844
beta_CMA,-0.25244377470233165
t_CMA,-4.20273673336069
beta_Mom,-0.032404827017394645
t_Mom,-1.5113757245982273
R2,0.3377439229429239
R2_adj,0.33369755180000893
n_obs,989.0
