statistic,I20
alpha_ann_pct,-4.300743808309307
alpha_t,-2.225207711677543
beta_Mkt-RF,0.099839442525103
t_Mkt-RF,2.205892268616772
beta_SMB,0.007328710074761456
t_SMB,0.10553251311106707
beta_HML,0.019584754174728394
t_HML,0.265007289922568
beta_RMW,0.3201337603470844
t_RMW,3.4779289486523117
beta_CMA,-0.10626537329010174
t_CMA,-0.9819694341921154
beta_Mom,-0.001979755330307795
t_Mom,-0.04754523440493572
R2,0.06823932861000237
R2_adj,0.042711638982879
n_obs,226.0
