statistic,I60
alpha_ann_pct,-6.650323375466451
alpha_t,-3.7667372686011533
beta_Mkt-RF,0.08119344490166773
t_Mkt-RF,1.2443220671743185
beta_SMB,-0.14370465102009503
t_SMB,-1.238141776998019
beta_HML,0.22531657064824973
t_HML,2.2073635827791533
beta_RMW,0.6916427021128648
t_RMW,5.239584515085339
beta_CMA,-0.28514619028440547
t_CMA,-2.013371190192127
beta_Mom,0.23384207571794988
t_Mom,3.8631627916945437
R2,0.6316880892085792
R2_adj,0.5987049330183027
n_obs,74.0
